attendance_id,student_id,session_id,qr_version,pin_correct,typing_time,scan_to_submit_time,fingerprint_hash,duplicate_hash,duplicate_ip,duplicate_browser,duplicate_device,duplicate_session,risk_score,rule_label,teacher_label,created_at,latitude,longitude,gps_accuracy,distance_from_campus,inside_geofence
486,STU024,57,5,1,4.24,6.62,fp_6230253cc4a0,0,0,0,0,0,0,NORMAL,0,2026-02-13T09:19:26,21.1338101,81.1361056,22.4,43.72,1
487,STU099,41,1,1,5.84,6.71,fp_b63cbfbd52e4,0,0,0,0,0,3,NORMAL,0,2026-04-18T08:27:43,21.1346734,81.1370197,4.55,103.54,1
488,STU066,120,5,1,3.27,3.85,fp_4761b44f7a67,0,0,0,0,0,0,NORMAL,0,2026-04-06T14:44:34,21.1333414,81.1359699,39.51,97.49,1
489,STU096,45,5,1,3.26,3.02,fp_eba9bb8f03a0,0,0,0,0,0,0,NORMAL,0,2026-01-27T09:23:53,21.1348355,81.1373727,28.12,144.26,1
490,STU018,66,6,1,1.23,7.31,fp_03204de92e11,0,0,1,0,0,45,SUSPICIOUS,1,2026-01-05T14:13:59,21.1346654,81.1313385,6.18,502.73,0
491,STU040,119,1,1,5.7,10.9,fp_0592e369ce74,0,0,0,0,0,8,NORMAL,0,2026-01-05T13:56:46,21.134884,81.1351283,53.02,131.28,1
492,STU024,52,1,1,1.62,4.88,fp_048e7ef65d96,1,0,0,0,0,71,SUSPICIOUS,1,2026-02-28T10:34:51,21.1408842,81.1364714,23.78,743.96,0
493,STU035,14,4,1,3.99,5.34,fp_e4a7410d74d8,0,0,0,0,0,0,NORMAL,0,2026-01-19T11:18:02,21.133979,81.1362644,12.7,26.85,1
494,STU018,51,1,1,7.87,13.36,fp_0a563dcd8ddc,0,0,0,0,0,13,NORMAL,0,2026-04-17T10:20:48,21.1339624,81.1361933,20.96,26.64,1
495,STU098,100,6,1,3.62,9.11,fp_6369eb702f44,0,0,0,0,0,0,NORMAL,0,2026-04-13T11:03:43,21.1350244,81.1368887,37.78,118.81,1
496,STU044,55,4,1,4.39,3.59,fp_5e4a0c3824ec,0,0,0,0,0,0,NORMAL,0,2026-02-05T12:49:07,21.1347452,81.136494,14.58,69.83,1
497,STU034,90,2,1,3.58,6.62,fp_e4ce4d58b672,0,0,0,0,0,9,NORMAL,0,2026-02-03T09:08:25,21.1346947,81.1365612,22.72,68.98,1
498,STU005,36,4,1,2.55,7.93,fp_6967765e90c7,0,0,0,0,0,0,NORMAL,0,2026-02-02T13:27:30,21.1342437,81.1361064,13.27,7.38,1
499,STU008,66,1,1,8.98,12.01,fp_f65a5b250b6f,0,0,0,0,0,7,NORMAL,0,2026-01-05T08:42:47,21.1339795,81.136481,14.29,41.35,1
500,STU042,28,5,1,3.09,11.65,fp_7826c3deb4fa,0,0,0,0,0,0,NORMAL,0,2026-03-31T08:43:35,21.1343586,81.1361028,12.82,18.6,1
501,STU099,111,3,1,7.51,13.64,fp_b63cbfbd52e4,0,0,0,0,0,2,NORMAL,0,2026-01-16T09:08:40,21.1334507,81.1355392,9.43,105.3,1
502,STU096,78,6,1,4.11,6.73,fp_eba9bb8f03a0,0,0,0,0,0,1,NORMAL,0,2026-02-12T15:48:12,21.1332223,81.1365317,5.66,115.35,1
503,STU069,93,4,1,5.48,10.74,fp_f32a0d62a19a,0,0,0,0,0,1,NORMAL,0,2026-04-29T13:28:40,21.1347109,81.1356263,26.04,79.32,1
504,STU092,16,4,1,5.98,11.98,fp_28f4dae05c99,0,0,0,0,0,0,NORMAL,0,2026-02-11T08:36:03,21.134373,81.135454,7.51,75.71,1
505,STU089,25,6,1,6.41,7.07,fp_c389a6c3b2f5,0,0,0,0,0,2,NORMAL,0,2026-02-25T12:13:11,21.1348161,81.1364965,14.82,76.88,1
506,STU001,21,5,1,4.52,5.52,fp_4637ea12bf9a,0,0,1,1,0,60,SUSPICIOUS,1,2026-02-11T08:40:09,21.1335071,81.1333933,84.56,297.12,0
507,STU036,119,1,1,10.18,6.6,fp_ce8114ffe1af,0,0,0,0,0,1,NORMAL,0,2026-02-15T09:45:56,21.1345671,81.135368,47.37,91.73,1
508,STU071,34,5,1,8.74,9.84,fp_7a86b86ff0da,0,0,0,0,0,0,NORMAL,0,2026-01-27T12:01:34,21.1339168,81.1358527,3.28,44.81,1
509,STU085,112,1,1,2.98,7.24,fp_f297fb8b63ff,0,0,0,0,0,0,NORMAL,0,2026-04-19T15:14:20,21.135069,81.1358289,9.95,102.55,1
510,STU035,27,4,1,3.46,10.89,fp_e4a7410d74d8,0,0,0,0,0,0,NORMAL,0,2026-03-09T10:29:11,21.1341653,81.135912,12.95,26.01,1
511,STU023,25,2,1,5.06,6.95,fp_5ad18b6b26fc,0,0,0,0,0,8,NORMAL,0,2026-02-28T11:29:58,21.1347583,81.1373865,13.64,141.55,1
512,STU083,52,5,0,2.47,14.59,fp_44380146756d,0,0,0,1,0,65,SUSPICIOUS,1,2026-01-23T08:50:00,21.1349136,81.134779,157.01,163.74,0
513,STU014,70,6,1,8.7,10.95,fp_9a29989634bc,0,0,0,0,0,0,NORMAL,0,2026-02-16T15:09:15,21.134209,81.1360015,27.09,16.47,1
514,STU008,70,1,0,2.54,5.31,fp_f65a5b250b6f,0,0,0,1,1,50,SUSPICIOUS,1,2026-05-02T14:43:56,21.1351031,81.1355639,3.65,117.93,1
515,STU092,106,1,1,3.29,3.0,fp_28f4dae05c99,1,0,0,1,0,97,SUSPICIOUS,1,2026-03-13T13:38:11,21.1320696,81.1389035,84.33,370.25,0
516,STU087,55,3,1,2.23,2.17,fp_80e9086348f8,0,1,0,0,1,39,SUSPICIOUS,1,2026-04-14T10:20:09,21.1346113,81.1358683,24.56,54.83,1
517,STU050,58,4,1,4.79,12.04,fp_831a3884c73f,0,0,0,0,0,1,NORMAL,0,2026-01-21T10:49:24,21.1332716,81.136648,22.62,114.98,1
518,STU046,41,4,1,3.22,18.27,fp_ee55cd5ad077,0,0,0,0,0,2,NORMAL,0,2026-02-27T16:31:34,21.134701,81.1367947,28.49,86.24,1
519,STU069,64,5,1,1.44,2.4,fp_f32a0d62a19a,0,0,1,1,0,41,SUSPICIOUS,1,2026-03-17T15:08:58,21.135079,81.1367355,12.77,114.52,1
520,STU015,8,2,1,4.43,14.42,fp_96ba3760c211,0,0,0,0,0,10,NORMAL,0,2026-01-12T10:07:44,21.1344435,81.135816,29.24,44.78,1
521,STU091,19,4,1,8.53,7.32,fp_a597e8521a58,0,0,1,0,0,9,NORMAL,0,2026-01-08T10:23:09,21.1339414,81.135706,4.99,55.18,1
522,STU011,32,5,1,4.06,4.9,fp_93cb14cee085,1,0,1,0,0,34,SUSPICIOUS,1,2026-01-12T08:38:48,21.1339869,81.1365337,24.1,45.43,1
523,STU023,65,4,1,3.7,13.39,fp_5ad18b6b26fc,0,0,0,0,0,0,NORMAL,0,2026-04-05T11:27:59,21.1333795,81.1358486,25.4,96.79,1
524,STU021,35,2,1,5.36,4.43,fp_478ecb9b7247,0,0,0,0,0,0,NORMAL,0,2026-04-19T15:30:20,21.1350892,81.13651,13.59,105.32,1
525,STU084,83,1,1,7.77,16.75,fp_643b009263b7,0,0,0,0,0,0,NORMAL,0,2026-02-04T12:10:34,21.1345472,81.1371886,60.16,113.45,1
526,STU014,9,3,1,3.02,10.75,fp_9a29989634bc,0,0,1,0,0,7,NORMAL,0,2026-03-18T15:02:03,21.1344463,81.1360341,9.49,30.35,1
527,STU041,12,3,1,5.0,10.12,fp_9a83918f347e,0,0,1,0,0,11,NORMAL,0,2026-01-21T09:21:26,21.1332424,81.1361586,11.49,106.48,1
528,STU095,65,4,1,1.95,3.57,fp_892bcc7c4a25,0,0,1,1,0,70,SUSPICIOUS,1,2026-04-18T10:49:45,21.1319878,81.1367198,151.85,252.74,0
529,STU021,65,4,1,2.47,8.99,fp_478ecb9b7247,0,1,0,0,1,55,SUSPICIOUS,1,2026-03-24T09:09:36,21.1284309,81.1390277,27.05,707.09,0
530,STU081,64,5,1,3.19,4.15,fp_4637ea12bf9a,0,1,0,0,0,21,NORMAL,1,2026-01-16T09:11:45,21.1345145,81.1367707,137.65,72.35,1
531,STU099,59,5,1,3.54,1.2,fp_0c482f9d770a,1,0,1,1,0,91,SUSPICIOUS,1,2026-02-21T09:43:26,21.1314491,81.1334016,21.38,418.83,0
532,STU065,58,6,1,6.71,4.11,fp_c57cd0dbedfb,0,0,0,0,0,0,NORMAL,0,2026-01-24T09:18:24,21.1342906,81.1361964,24.35,10.76,1
533,STU021,73,4,1,3.4,5.44,fp_478ecb9b7247,0,0,0,0,0,3,NORMAL,0,2026-01-18T09:11:46,21.1335557,81.1371242,15.65,123.01,1
534,STU014,118,4,1,2.23,15.17,fp_9a29989634bc,0,0,0,0,0,3,NORMAL,0,2026-01-19T12:29:02,21.1340822,81.1364407,29.9,31.93,1
535,STU070,20,2,1,3.24,10.52,fp_0e1bfa879f9a,0,0,0,0,0,13,NORMAL,0,2026-02-01T08:13:55,21.1332432,81.1371199,28.28,145.71,1
536,STU003,98,1,0,2.45,6.35,fp_588605bf5362,1,0,0,0,0,72,SUSPICIOUS,1,2026-01-16T14:21:48,21.1280363,81.138242,14.33,718.59,0
537,STU039,22,4,1,4.14,5.05,fp_efa38fb643e8,0,0,0,0,0,2,NORMAL,0,2026-04-20T08:35:50,21.1345311,81.1367248,21.81,69.19,1
538,STU077,26,5,1,6.26,7.21,fp_177c3d676988,0,1,0,0,0,16,NORMAL,0,2026-01-06T10:57:29,21.1342983,81.1359483,22.83,24.52,1
539,STU019,64,6,1,1.99,7.42,fp_93cb14cee085,0,0,0,0,0,9,NORMAL,0,2026-03-27T15:40:37,21.1347382,81.1361733,15.17,59.86,1
540,STU013,5,4,1,7.86,13.19,fp_c418af7aef2d,0,0,0,0,0,0,NORMAL,0,2026-04-01T08:23:52,21.1334827,81.1355943,8.84,99.02,1
541,STU047,3,6,1,2.14,4.2,fp_3a474b00243f,0,0,1,1,0,58,SUSPICIOUS,1,2026-02-28T13:11:35,21.1286626,81.139145,29.3,689.18,0
542,STU077,21,6,1,3.46,22.91,fp_177c3d676988,0,0,0,0,0,0,NORMAL,0,2026-01-16T09:05:41,21.1340173,81.1370839,19.75,97.95,1
543,STU003,79,6,1,4.75,10.92,fp_588605bf5362,0,0,0,0,0,0,NORMAL,0,2026-03-31T12:54:26,21.1349758,81.1367619,14.99,106.48,1
544,STU028,29,4,1,3.97,5.63,fp_fa023490fd74,1,0,0,1,0,45,SUSPICIOUS,1,2026-03-10T12:17:56,21.1338268,81.1356451,24.19,67.63,1
545,STU085,34,4,1,3.56,8.24,fp_f297fb8b63ff,0,0,0,0,0,1,NORMAL,0,2026-02-16T10:36:27,21.1355086,81.1364522,3.71,148.64,1
546,STU031,72,6,1,3.87,8.85,fp_27ff9a7be63c,0,0,0,0,0,0,NORMAL,0,2026-02-25T13:33:10,21.132992,81.1367784,28.36,148.85,1
547,STU056,30,5,1,5.55,9.21,fp_ad2a80997e7f,0,1,0,0,0,14,NORMAL,0,2026-02-15T11:05:05,21.1340531,81.136287,23.58,20.98,1
548,STU004,56,2,1,5.56,8.68,fp_048e7ef65d96,0,1,0,0,0,14,NORMAL,0,2026-03-04T13:11:15,21.1342691,81.1361196,5.13,8.76,1
549,STU084,115,2,1,4.14,3.66,fp_643b009263b7,0,0,0,0,0,7,NORMAL,0,2026-03-27T09:07:29,21.133532,81.1368487,34.15,103.05,1
550,STU077,16,1,0,3.78,5.95,fp_3a474b00243f,1,0,0,0,0,52,SUSPICIOUS,1,2026-02-22T13:40:58,21.1342838,81.135854,14.17,33.08,1
551,STU058,104,6,1,3.92,1.18,fp_3a474b00243f,1,0,0,0,0,59,SUSPICIOUS,1,2026-03-12T12:59:07,21.1412494,81.1358625,16.07,784.47,0
552,STU025,78,5,1,10.24,8.45,fp_c762cd2d5bc5,0,1,1,0,0,23,NORMAL,0,2026-04-08T10:17:17,21.1335598,81.1369396,36.93,107.73,1
553,STU062,26,5,1,6.59,5.64,fp_9550027aa224,0,0,0,0,0,0,NORMAL,0,2026-02-06T10:12:43,21.1345031,81.1353242,14.77,93.01,1
554,STU092,36,3,0,3.29,2.95,fp_28f4dae05c99,0,0,0,0,1,42,SUSPICIOUS,1,2026-02-28T11:36:22,21.1337302,81.1358115,10.34,63.52,1
555,STU048,115,2,1,3.02,21.3,fp_0462c03b44a8,0,0,0,0,0,1,NORMAL,0,2026-02-24T08:07:11,21.1341783,81.1373657,14.06,125.08,1
556,STU042,55,1,1,3.67,9.93,fp_7826c3deb4fa,0,0,0,0,0,0,NORMAL,0,2026-03-05T13:57:14,21.1343876,81.1364195,64.41,34.05,1
557,STU072,9,5,1,5.92,11.25,fp_34cd46d54b5a,0,0,0,0,0,0,NORMAL,0,2026-03-19T14:43:48,21.134135,81.1358361,28.55,34.36,1
558,STU056,41,4,1,2.68,6.0,fp_ad2a80997e7f,0,0,0,1,0,45,SUSPICIOUS,1,2026-01-07T08:58:29,21.135205,81.1381537,11.83,235.04,0
559,STU037,17,5,1,11.8,8.77,fp_30414a0746f9,0,0,0,0,0,0,NORMAL,0,2026-02-09T13:48:22,21.135391,81.1367555,5.57,146.13,1
560,STU052,11,1,1,2.74,8.46,fp_92472e585595,0,0,0,0,1,23,NORMAL,1,2026-02-15T14:14:10,21.1349773,81.1369566,32.39,119.57,1
561,STU012,25,6,1,4.11,9.05,fp_725501e7231d,0,0,0,1,1,35,SUSPICIOUS,1,2026-04-04T10:59:08,21.1343599,81.1362474,11.89,19.96,1
562,STU075,59,4,1,3.33,2.82,fp_fc1f09b4456e,0,1,1,0,1,73,SUSPICIOUS,1,2026-02-07T12:45:05,21.1300418,81.1364375,10.57,463.26,0
563,STU046,72,6,0,5.21,2.82,fp_ee55cd5ad077,1,0,0,0,0,80,SUSPICIOUS,1,2026-04-19T16:32:54,21.1345104,81.1377006,90.45,163.47,0
564,STU041,98,2,1,2.86,3.43,fp_9a83918f347e,1,0,0,1,0,53,SUSPICIOUS,1,2026-01-23T15:56:06,21.134406,81.135003,8.07,122.16,1
565,STU096,15,2,1,3.89,10.44,fp_eba9bb8f03a0,0,0,0,0,0,1,NORMAL,0,2026-03-01T11:09:25,21.1338381,81.1360837,12.5,41.01,1
566,STU065,56,3,0,2.89,6.17,fp_c57cd0dbedfb,0,1,0,0,0,32,SUSPICIOUS,1,2026-01-18T08:41:15,21.1337431,81.1365034,19.04,62.05,1
567,STU015,29,5,1,8.27,11.04,fp_96ba3760c211,0,1,0,0,0,17,NORMAL,0,2026-02-24T09:14:46,21.1343868,81.1375043,19.75,140.96,1
568,STU089,35,2,1,3.58,13.89,fp_c389a6c3b2f5,0,0,0,0,0,3,NORMAL,0,2026-04-09T12:54:58,21.1338159,81.1358752,22.81,51.93,1
569,STU089,31,2,1,6.83,5.18,fp_c389a6c3b2f5,0,0,0,0,0,9,NORMAL,0,2026-02-07T09:10:43,21.1343712,81.1363872,3.34,30.29,1
570,STU098,110,4,1,5.23,12.34,fp_6369eb702f44,0,1,0,0,0,15,NORMAL,0,2026-04-21T11:33:32,21.1342118,81.1369672,5.95,83.73,1
571,STU022,97,4,1,2.19,9.95,fp_048e7ef65d96,0,1,0,0,0,18,NORMAL,1,2026-01-19T12:43:33,21.133378,81.1363937,25.35,94.56,1
572,STU094,82,2,1,3.74,9.52,fp_3ab0a1a3e363,0,1,0,0,0,16,NORMAL,0,2026-01-31T09:12:58,21.1333546,81.1361723,9.6,94.01,1
573,STU049,82,2,1,2.31,5.04,fp_27e9897da433,0,1,1,0,1,53,SUSPICIOUS,1,2026-03-01T15:36:50,21.1347193,81.1361388,132.01,57.79,1
574,STU045,37,6,1,2.44,4.71,fp_810093483039,0,1,1,0,0,24,NORMAL,0,2026-02-12T15:18:04,21.1339788,81.1361252,10.82,24.86,1
575,STU038,2,5,1,8.2,6.15,fp_d3ec3a0d2142,0,0,0,0,0,0,NORMAL,0,2026-02-06T10:22:56,21.1343947,81.1361667,12.51,21.66,1
576,STU037,101,6,1,1.6,1.7,fp_30414a0746f9,1,0,0,0,1,77,SUSPICIOUS,1,2026-02-28T14:57:06,21.1383858,81.1386536,8.91,532.47,0
577,STU034,118,5,1,3.0,4.96,fp_e4ce4d58b672,0,0,0,0,0,0,NORMAL,0,2026-01-22T14:35:12,21.1343924,81.1355801,6.76,63.84,1
578,STU039,40,6,1,8.37,14.18,fp_efa38fb643e8,0,1,0,0,0,18,NORMAL,0,2026-04-03T13:32:59,21.1343223,81.1355249,25.51,67.26,1
579,STU088,92,4,1,2.93,24.8,fp_cc299f288c97,0,0,0,0,0,2,NORMAL,0,2026-01-16T10:39:58,21.1347471,81.136263,18.09,61.77,1
580,STU039,101,2,1,6.22,7.78,fp_efa38fb643e8,0,0,0,0,0,7,NORMAL,0,2026-03-05T16:29:53,21.1347747,81.1355652,4.45,88.82,1
581,STU007,11,6,1,1.3,25.23,fp_e121f9cf80fe,0,1,0,0,0,22,NORMAL,0,2026-01-20T16:47:45,21.1342764,81.1359913,18.27,19.45,1
582,STU007,90,2,1,1.34,2.2,fp_6967765e90c7,1,0,1,0,0,78,SUSPICIOUS,1,2026-01-05T10:38:56,21.1332292,81.1308598,28.29,560.21,0
583,STU016,67,4,1,6.34,26.98,fp_0c482f9d770a,0,1,0,0,0,18,NORMAL,0,2026-01-28T11:53:54,21.1341421,81.1362109,28.0,8.33,1
584,STU070,34,6,1,7.46,11.6,fp_0e1bfa879f9a,0,0,0,0,0,0,NORMAL,0,2026-01-26T16:47:44,21.1336792,81.135517,7.99,88.32,1
585,STU070,26,6,1,5.23,13.21,fp_0e1bfa879f9a,0,0,0,0,0,0,NORMAL,0,2026-03-05T14:52:27,21.1340881,81.1362921,10.43,18.5,1
586,STU019,4,1,1,3.52,5.75,fp_048e7ef65d96,0,1,0,1,0,36,SUSPICIOUS,1,2026-03-10T16:13:22,21.1342941,81.136136,15.63,10.76,1
587,STU091,68,3,1,2.62,4.85,fp_588605bf5362,1,0,0,0,0,28,NORMAL,1,2026-02-22T15:38:42,21.134437,81.1350221,71.97,120.92,1
588,STU024,74,6,1,2.85,7.93,fp_6230253cc4a0,0,0,0,0,0,2,NORMAL,0,2026-01-13T08:01:54,21.1338935,81.1368142,28.79,75.93,1
589,STU094,21,4,1,1.87,8.61,fp_3ab0a1a3e363,0,0,0,0,0,10,NORMAL,0,2026-01-18T10:46:57,21.1342734,81.1348982,29.5,131.12,1
590,STU050,97,1,1,2.56,5.48,fp_831a3884c73f,0,0,0,0,0,0,NORMAL,0,2026-05-03T10:20:06,21.1346502,81.1354668,4.97,87.61,1
591,STU090,58,5,1,4.34,16.84,fp_ae832bc5bc44,0,0,0,0,0,0,NORMAL,0,2026-03-01T16:51:50,21.1334806,81.1362032,21.33,80.12,1
592,STU025,12,1,1,3.78,2.28,fp_c762cd2d5bc5,1,0,0,1,0,88,SUSPICIOUS,1,2026-01-29T11:36:52,21.1305992,81.1349967,153.0,418.18,0
593,STU061,65,5,1,2.56,13.74,fp_e0e3bc440c49,0,0,0,0,0,0,NORMAL,0,2026-01-21T16:19:06,21.1331977,81.1365943,19.89,120.21,1
594,STU016,64,3,1,2.57,8.13,fp_0c482f9d770a,0,0,0,0,0,1,NORMAL,0,2026-01-13T10:18:04,21.1341821,81.1362351,25.36,8.04,1
595,STU069,74,5,1,5.12,5.82,fp_f32a0d62a19a,0,0,0,0,0,3,NORMAL,0,2026-05-04T12:41:01,21.1348112,81.1364036,21.83,72.51,1
596,STU005,44,2,1,2.62,2.57,fp_e121f9cf80fe,0,0,0,1,0,52,SUSPICIOUS,1,2026-02-18T09:26:38,21.1391308,81.1329121,4.68,643.49,0
597,STU095,79,5,0,1.91,5.87,fp_441eb468787e,1,0,1,0,1,97,SUSPICIOUS,1,2026-01-08T11:34:38,21.1308082,81.1366754,24.1,380.92,0
598,STU049,88,4,1,1.95,10.97,fp_394b3a35f872,0,0,1,0,0,19,NORMAL,0,2026-01-19T15:07:57,21.1341636,81.1360507,14.6,12.04,1
599,STU079,116,4,1,3.96,11.54,fp_73b3d47d93d0,0,0,0,0,0,0,NORMAL,0,2026-04-17T08:55:46,21.1351712,81.1368392,3.27,128.94,1
600,STU032,105,4,1,4.42,16.63,fp_f92ff20320c0,0,1,0,0,0,17,NORMAL,0,2026-03-07T09:42:04,21.1334769,81.1350161,9.59,143.32,1
601,STU010,33,6,1,4.23,7.42,fp_3a474b00243f,0,0,0,0,0,1,NORMAL,0,2026-04-14T16:18:55,21.1350073,81.1356489,8.95,104.25,1
602,STU084,32,5,0,2.64,6.56,fp_643b009263b7,0,0,0,0,1,55,SUSPICIOUS,1,2026-02-13T16:13:07,21.1273181,81.136801,5.12,768.11,0
603,STU048,93,2,1,4.09,9.17,fp_0462c03b44a8,0,0,0,0,0,10,NORMAL,0,2026-03-21T14:19:52,21.1333446,81.1364342,6.08,99.28,1
604,STU011,8,4,1,2.92,6.68,fp_fc1f09b4456e,0,0,0,0,0,2,NORMAL,0,2026-03-14T08:42:19,21.1341363,81.1361851,9.06,7.54,1
605,STU005,70,5,1,2.13,19.78,fp_6967765e90c7,0,0,0,0,0,0,NORMAL,0,2026-04-11T08:21:46,21.1346532,81.1352515,10.09,106.85,1
606,STU080,56,5,1,1.43,3.54,fp_b70c5ddb56e8,0,0,0,1,1,44,SUSPICIOUS,1,2026-02-22T15:47:59,21.1331412,81.136425,18.46,120.9,1
607,STU031,17,6,1,2.9,13.46,fp_27ff9a7be63c,0,0,0,0,0,2,NORMAL,0,2026-01-09T12:23:17,21.1342005,81.137446,17.66,133.38,1
608,STU085,33,5,1,3.5,15.78,fp_f297fb8b63ff,0,0,0,0,0,3,NORMAL,0,2026-03-05T08:28:00,21.1341681,81.1361056,25.57,6.67,1
609,STU060,5,5,1,2.95,10.2,fp_f7a3d54d68b2,0,0,0,0,0,0,NORMAL,0,2026-03-02T10:16:49,21.1339785,81.1375761,19.48,148.92,1
610,STU036,34,6,1,2.75,23.63,fp_ce8114ffe1af,0,0,0,0,0,0,NORMAL,0,2026-04-02T16:55:28,21.134057,81.1359313,9.28,28.56,1
611,STU075,41,1,1,2.34,10.35,fp_50d294485d9f,0,1,0,0,0,12,NORMAL,0,2026-03-22T11:22:06,21.135386,81.1359609,3.44,133.48,1
612,STU010,65,2,1,5.32,10.84,fp_3a474b00243f,0,0,0,0,0,7,NORMAL,0,2026-02-15T13:21:26,21.1343396,81.1358842,51.32,32.55,1
613,STU084,48,3,0,2.3,4.69,fp_643b009263b7,0,0,1,1,1,61,SUSPICIOUS,1,2026-05-05T11:24:53,21.1342271,81.1360839,16.79,8.45,1
614,STU075,5,1,1,2.55,4.65,fp_50d294485d9f,0,0,0,1,0,28,NORMAL,1,2026-03-30T16:33:28,21.1340735,81.1348198,167.85,139.7,1
615,STU041,35,2,1,6.17,24.34,fp_9a83918f347e,0,0,0,0,0,0,NORMAL,0,2026-03-02T14:23:05,21.1346396,81.1360929,9.23,49.37,1
616,STU046,72,6,1,3.11,4.86,fp_ee55cd5ad077,0,0,0,0,0,0,NORMAL,0,2026-05-03T16:15:49,21.1343431,81.1354992,9.2,70.36,1
617,STU053,87,4,1,2.4,18.16,fp_98fdbc3aeb62,0,1,0,0,0,43,SUSPICIOUS,1,2026-01-06T10:07:26,21.1278967,81.1326626,20.08,789.19,0
618,STU034,98,6,1,2.79,18.82,fp_e4ce4d58b672,0,0,0,0,0,0,NORMAL,0,2026-01-21T16:55:33,21.1342843,81.1360047,3.65,18.63,1
619,STU050,116,6,1,8.51,7.02,fp_831a3884c73f,0,0,0,0,0,0,NORMAL,0,2026-04-07T08:04:47,21.1347287,81.1366858,27.23,80.19,1
620,STU046,58,6,1,5.17,18.73,fp_ee55cd5ad077,0,0,0,0,0,0,NORMAL,0,2026-01-24T08:37:37,21.1331524,81.1363227,6.63,117.7,1
621,STU048,87,4,1,3.37,8.21,fp_0462c03b44a8,0,0,0,0,0,3,NORMAL,0,2026-02-17T08:36:33,21.1341525,81.1364335,23.87,28.86,1
622,STU068,75,3,1,3.08,5.7,fp_351dd44a753a,0,0,0,0,0,0,NORMAL,0,2026-03-01T16:17:36,21.1343899,81.1365818,6.87,48.58,1
623,STU079,41,1,1,2.99,5.19,fp_73b3d47d93d0,0,1,0,0,0,23,NORMAL,0,2026-05-03T11:42:17,21.134265,81.1365771,7.57,43.86,1
624,STU019,13,2,1,4.06,6.36,fp_93cb14cee085,0,0,0,0,0,7,NORMAL,0,2026-02-21T11:18:36,21.1342757,81.1361391,17.58,8.69,1
625,STU055,94,6,1,2.78,2.3,fp_6967765e90c7,0,1,0,1,0,68,SUSPICIOUS,1,2026-02-19T09:47:50,21.1338803,81.1403286,26.34,433.81,0
626,STU029,94,3,1,4.64,13.1,fp_97b2d0dec204,0,1,0,0,0,16,NORMAL,0,2026-04-29T08:27:06,21.1338211,81.1361271,23.98,42.27,1
627,STU091,102,6,1,1.02,6.03,fp_a597e8521a58,0,0,0,0,1,28,NORMAL,1,2026-01-24T15:52:11,21.1335093,81.1357136,26.55,89.68,1
628,STU094,64,1,1,4.34,2.73,fp_e121f9cf80fe,1,0,0,1,0,54,SUSPICIOUS,1,2026-04-27T12:53:14,21.1332027,81.1352365,20.04,146.54,1
629,STU038,86,4,1,8.49,10.87,fp_d3ec3a0d2142,0,0,0,0,0,0,NORMAL,0,2026-02-27T15:20:15,21.133983,81.136953,8.91,85.71,1
630,STU085,55,3,1,2.91,8.78,fp_f297fb8b63ff,0,1,0,0,0,18,NORMAL,0,2026-03-22T14:43:15,21.1335208,81.1367025,6.46,94.18,1
631,STU004,38,4,1,5.14,9.31,fp_048e7ef65d96,0,0,0,0,0,3,NORMAL,0,2026-02-28T14:16:58,21.1341913,81.136287,11.58,13.21,1
632,STU007,35,6,1,5.1,5.95,fp_e121f9cf80fe,0,0,0,0,0,0,NORMAL,0,2026-04-14T09:39:39,21.1333236,81.1367578,18.46,115.5,1
633,STU043,17,6,1,4.32,4.76,fp_03eb6abfefd4,0,0,1,0,0,8,NORMAL,0,2026-03-29T08:33:13,21.1342134,81.1360857,12.0,7.85,1
634,STU047,69,5,1,3.8,5.99,fp_f4e15ec77b80,0,0,0,0,0,2,NORMAL,0,2026-02-01T16:46:15,21.1340688,81.1367052,7.36,58.4,1
635,STU002,5,5,1,2.87,15.7,fp_03204de92e11,0,0,0,0,0,0,NORMAL,0,2026-03-26T11:02:17,21.1340313,81.1361772,7.24,18.84,1
636,STU096,16,2,1,4.09,6.78,fp_eba9bb8f03a0,0,0,1,0,0,14,NORMAL,1,2026-01-17T14:12:53,21.1341603,81.1360184,154.27,15.33,1
637,STU078,110,5,1,2.45,7.81,fp_bfdbe1c48579,0,0,0,0,0,3,NORMAL,0,2026-02-22T12:27:05,21.1332838,81.1364194,5.69,105.37,1
638,STU029,53,6,1,6.9,9.59,fp_97b2d0dec204,0,0,0,0,0,1,NORMAL,0,2026-04-12T16:45:06,21.1348883,81.1362401,16.42,76.98,1
639,STU058,29,4,1,7.1,6.09,fp_d21260d1ceda,1,0,0,0,0,33,SUSPICIOUS,1,2026-03-21T11:05:09,21.1346434,81.1360872,166.48,49.88,1
640,STU052,79,5,1,4.36,7.83,fp_92472e585595,0,0,0,0,0,0,NORMAL,0,2026-02-15T14:55:00,21.1330933,81.1368937,22.99,144.69,1
641,STU035,89,4,1,4.25,8.4,fp_e4a7410d74d8,0,0,0,0,0,0,NORMAL,0,2026-05-02T09:27:44,21.1337915,81.1355409,11.69,78.65,1
642,STU010,49,5,1,5.5,13.84,fp_3a474b00243f,0,0,1,0,0,9,NORMAL,0,2026-03-26T16:31:08,21.1333191,81.1365505,51.21,106.0,1
